date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:05	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-5b44%22	https://nathanserror.com/particles.js-master/particles.min.js	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/particles.js-master/particles.min.js	(from https://nathanserror.com/)
19:51:05	2137/2137	---M-Z	200	added ('OK')	application/json	etag:W/%2267c8dc5a-859%22	https://nathanserror.com/particles.js-master/particles.json	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/particles.js-master/particles.json	(from https://nathanserror.com/)
19:51:05	20122/20122	---MCZ	200	added ('OK')	application/javascript	etag:W/%224e9a-hx1u8QcL02PqOQ4MjDhOR9zn84k%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	(from https://nathanserror.com/)
19:51:05	60348/60348	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ebbc-eYt9mlXdWeACqHMf5wW3NFgafH0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.min.js	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.min.js	(from https://nathanserror.com/)
19:51:06	80421/80421	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213a25-1yL6mYLaiqSN+IJRuxiX8Twds7k%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	(from https://nathanserror.com/)
19:51:06	1758/1758	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-6de%22	https://nathanserror.com/login.html	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/login.html	(from https://nathanserror.com/)
19:51:06	310730/310730	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266ae9773-4bdca%22	https://moment.github.io/luxon/global/luxon.js	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/moment.github.io/luxon/global/luxon.js	(from https://nathanserror.com/)
19:51:07	74998/74998	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-124f6%22	https://nathanserror.com/index.html	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/index-2.html	(from https://nathanserror.com/)
19:51:07	15103/15103	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-3aff%22	https://nathanserror.com/projets/epreuve-E4.html	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/projets/epreuve-E4.html	(from https://nathanserror.com/)
19:51:07	15188/15188	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-3b54%22	https://nathanserror.com/projets/epreuve-E5.html	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/projets/epreuve-E5.html	(from https://nathanserror.com/)
19:51:07	2613373/2613373	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-27e07d%22	https://nathanserror.com/portfolio/img/home%20page/background-home.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/home%20page/background-home.png	(from https://nathanserror.com/)
19:51:08	2806/2806	---M--	200	added ('OK')	image/png	etag:%2269de8d56a8845fcd5d6a0c65dc2b8c52%22	https://cdn-icons-png.flaticon.com/512/2985/2985150.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/cdn-icons-png.flaticon.com/512/2985/2985150.png	(from https://nathanserror.com/)
19:51:08	366773/366773	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-598b5%22	https://nathanserror.com/portfolio/docs/CV%20Nathan%20SERROR.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/docs/CV%20Nathan%20SERROR.pdf	(from https://nathanserror.com/)
19:51:08	115185/115185	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-1c1f1%22	https://nathanserror.com/stage/stage.html	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/stage/stage.html	(from https://nathanserror.com/)
19:51:08	74031/74031	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1212f%22	https://nathanserror.com/portfolio/img/logo/logo-foliateam2.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/logo/logo-foliateam2.png	(from https://nathanserror.com/)
19:51:08	108806/108806	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1a906%22	https://nathanserror.com/portfolio/img/background/background.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/background/background.png	(from https://nathanserror.com/)
19:51:09	167045/167045	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-28c85%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-PIX-cut.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-PIX-cut.png	(from https://nathanserror.com/)
19:51:09	135210/135210	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-2102a%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-PIX.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-PIX.png	(from https://nathanserror.com/)
19:51:09	1102255/1102255	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-10d1af%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-PIX.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-PIX.pdf	(from https://nathanserror.com/)
19:51:10	690808/690808	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-a8a78%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MRT-LINUX-CERTIFICATE.jpg	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MRT-LINUX-CERTIFICATE.jpg	(from https://nathanserror.com/)
19:51:10	221161/221161	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-35fe9%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MRT-LINUX-CERTIFICATE.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MRT-LINUX-CERTIFICATE.pdf	(from https://nathanserror.com/)
19:51:10	1177011/1177011	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-11f5b3%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.jpg	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.jpg	(from https://nathanserror.com/)
19:51:10	762936/762936	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-ba438%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.pdf	(from https://nathanserror.com/)
19:51:10	112392/112392	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1b708%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.png	(from https://nathanserror.com/)
19:51:11	566362/566362	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-8a45a%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.pdf	(from https://nathanserror.com/)
19:51:11	105443/105443	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-19be3%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.png	(from https://nathanserror.com/)
19:51:11	551564/551564	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-86a8c%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.pdf	(from https://nathanserror.com/)
19:51:11	246497/246497	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-3c2e1%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.png	(from https://nathanserror.com/)
19:51:12	146203/146203	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-23b1b%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.pdf	(from https://nathanserror.com/)
19:51:12	583253/583253	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-8e655%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-1.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-1.png	(from https://nathanserror.com/)
19:51:12	79462/79462	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-13666%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.png	(from https://nathanserror.com/)
19:51:12	104718/104718	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-1990e%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.pdf	(from https://nathanserror.com/)
19:51:12	581186/581186	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-8de42%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-2.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-2.png	(from https://nathanserror.com/)
19:51:13	75637/75637	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-12775%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.png	(from https://nathanserror.com/)
19:51:13	105017/105017	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-19a39%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.pdf	(from https://nathanserror.com/)
19:51:13	376526/376526	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-5bece%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-3.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-3.png	(from https://nathanserror.com/)
19:51:13	74586/74586	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1235a%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.png	(from https://nathanserror.com/)
19:51:14	105137/105137	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-19ab1%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.pdf	(from https://nathanserror.com/)
19:51:14	868677/868677	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-d4145%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-4.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-4.png	(from https://nathanserror.com/)
19:51:14	75186/75186	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-125b2%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.png	(from https://nathanserror.com/)
19:51:14	105153/105153	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-19ac1%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.pdf	(from https://nathanserror.com/)
19:51:14	796092/796092	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-c25bc%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-5.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-5.png	(from https://nathanserror.com/)
19:51:15	83896/83896	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-147b8%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.png	(from https://nathanserror.com/)
19:51:15	105138/105138	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-19ab2%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.pdf	(from https://nathanserror.com/)
19:51:15	215316/215316	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-34914%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.png	(from https://nathanserror.com/)
19:51:15	214817/214817	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-34721%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.pdf	(from https://nathanserror.com/)
19:51:15	212895/212895	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-33f9f%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.png	(from https://nathanserror.com/)
19:51:16	199543/199543	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-30b77%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.pdf	(from https://nathanserror.com/)
19:51:16	85487/85487	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-14def%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.jpg	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.jpg	(from https://nathanserror.com/)
19:51:16	200922/200922	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-310da%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.pdf	(from https://nathanserror.com/)
19:51:16	87393/87393	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-15561%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.jpg	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.jpg	(from https://nathanserror.com/)
19:51:17	203009/203009	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-31901%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.pdf	(from https://nathanserror.com/)
19:51:17	319647/319647	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-4e09f%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.png	(from https://nathanserror.com/)
19:51:17	353764/353764	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-565e4%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.pdf	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.pdf	(from https://nathanserror.com/)
19:51:17	40861/40861	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-9f9d%22	https://nathanserror.com/portfolio/img/icons%20langages/HTML-icon.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/icons%20langages/HTML-icon.png	(from https://nathanserror.com/)
19:51:17	93690/93690	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-16dfa%22	https://nathanserror.com/portfolio/img/icons%20langages/CSS-icon.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/icons%20langages/CSS-icon.png	(from https://nathanserror.com/)
19:51:18	17096/17096	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-42c8%22	https://nathanserror.com/portfolio/img/icons%20langages/JS-icon.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/icons%20langages/JS-icon.png	(from https://nathanserror.com/)
19:51:18	75404/75404	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1268c%22	https://nathanserror.com/portfolio/img/icons%20langages/JAVA-icon.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/icons%20langages/JAVA-icon.png	(from https://nathanserror.com/)
19:51:18	92507/92507	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1695b%22	https://nathanserror.com/portfolio/img/icons%20langages/PHP-icon.png	C:/Travail/site%20web%20projet%20dev/porfololio%20v2/nathanserror.com/portfolio/img/icons%20langages/PHP-icon.png	(from https://nathanserror.com/)
